original_title,popularity,vote_average,vote_count,log_budget,log_revenue,everything,id,genre
Transformers: Dark of the Moon,28.529607,6.1,3299,19.088510121656228,20.839934471443975,"sam witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of autobotleader optimus prime the film centers around the space race between the ussr and the usa suggesting there was a hidden transformers role in it all that remains one of the planets most dangerous secrets Action,Science Fiction,Adventure moon spacecraft traitor bodyguard alien planet based on cartoon transformers giant robot sabotage word domination commando duringcreditsstinger Paramount Pictures, Di Bonaventura Pictures, Indochina Productions, Hasbro Studios United States of America English",38356,"Action,Science Fiction,Adventure"
Indiana Jones and the Kingdom of the Crystal Skull,75.674458,5.7,2495,19.035866388448003,20.48327622672714,"set during the cold war the soviets led by swordwielding irina spalko are in search of a crystal skull which has supernatural powers related to a mystical lost city of gold after being captured and then escaping from them indy is coerced to head to peru at the behest of a young man whose friend and indys colleague professor oxley has been captured for his knowledge of the skulls whereabouts Adventure,Action saving the world riddle whip treasure mexico city leather jacket machinegun alien phenomenons maya civilization peru treasure hunt nuclear explosion refrigerator archaeologist indiana jones archeology  Lucasfilm, Paramount Pictures United States of America English, Deutsch, Pусский",217,"Adventure,Action"
The Good Dinosaur,51.692953,6.6,1736,18.980296537602072,19.620423056352898,"an epic journey into the world of dinosaurs where an apatosaurus named arlo makes an unlikely human friend Adventure,Animation,Family tyrannosaurus rex friends alternate history dinosaur fear storm nature human journey Walt Disney Pictures, Pixar Animation Studios United States of America English",105864,"Adventure,Animation,Family"
Brave,125.114374,6.7,4641,19.035866388448003,20.105194974399108,"brave is set in the mystical scottish highlands where mrida is the princess of a kingdom ruled by king fergus and queen elinor an unruly daughter and an accomplished archer mrida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom in an attempt to set things right mrida seeks out an eccentric old wise woman and is granted an illfated wish also figuring into mridas quest and serving as comic relief are the kingdoms three lords the enormous lord macguffin the surly lord macintosh and the disagreeable lord dingwall Animation,Adventure,Comedy,Family,Action,Fantasy scotland rebel bravery kingdom archer wish bear scot rebellious daughter turns into animal archery ruins aftercreditsstinger peace offering woman director courage 3d Walt Disney Pictures, Pixar Animation Studios United States of America English",62177,"Animation,Adventure,Comedy,Family,Action,Fantasy"
Star Trek Beyond,65.352913,6.6,2568,19.035866388448003,19.654615619681344,"the uss enterprise crew explores the furthest reaches of uncharted space where they encounter a mysterious new enemy who puts them and everything the federation stands for to the test Action,Adventure,Science Fiction sequel stranded hatred space opera Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Alibaba Pictures Group, Skydance Media, Sneaky Shark, Huahua Media United States of America English",188927,"Action,Adventure,Science Fiction"
WALL·E,66.390712,7.8,6296,19.00846741441004,20.071859002213046,"walle is the last robot left on an earth that has been overrun with garbage and all humans have fled to outer space for 700 years he has continued to try and clean up the mess but has developed some rather interesting humanlike qualities when a ship arrives with a sleek new type of robot walle thinks hes finally found a friend and stows away on the ship when it leaves Animation,Family romantic comedy Walt Disney Pictures, Pixar Animation Studios, FortyFour Studios United States of America English",10681,"Animation,Family"
Rush Hour 3,22.57178,6.1,783,18.757152987716434,19.36855631746733,"after an attempted assassination on ambassador han inspector lee and detective carter are back in action as they head to paris to protect a french woman with knowledge of the triads secret leaders lee also holds secret meetings with a united nations authority but his personal struggles with a chinese criminal mastermind named kenji which reveals that its lees longlostbrother Action,Comedy,Crime,Thriller ambassador New Line Cinema United States of America Latin, English, Français, 日本語, 普通话",5174,"Action,Comedy,Crime,Thriller"
2012,45.274225,5.6,4903,19.11382792951231,20.461451096263065,"dr adrian helmsley part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms learns that the earths core is heating up he warns us president thomas wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the worlds population the entire race is doomed meanwhile writer jackson curtis stumbles on the same information while the worlds leaders race to build arks to escape the impending cataclysm curtis struggles to find a way to save his family meanwhile volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world Action,Adventure,Science Fiction civilization natural disaster end of the world disaster apocalypse destruction volcanic eruption mayan ark solar destruction  of mankind Columbia Pictures, Centropolis Entertainment, The Mark Gordon Company, Farewell Productions Canada, United States of America English, Français, हिन्दी, Italiano, Latin, 普通话, Português, Pусский",14161,"Action,Adventure,Science Fiction"
A Christmas Carol,39.744242,6.6,1095,19.11382792951231,19.60005506305781,"miser ebenezer scrooge is awakened on christmas eve by spirits who reveal to him his own miserable existence what opportunities he wasted in his youth his current cruelties and the dire fate that awaits him if he does not change his ways scrooge is faced with his own story of growing bitterness and meanness and must decide what his own future will hold death or redemption Animation,Drama holiday based on novel victorian england money christmas eve scrooge christmas carol ghost lesson charles dickens christmas Walt Disney, ImageMovers United States of America English",17979,"Animation,Drama"
Jupiter Ascending,85.36908,5.2,2768,18.9859945757297,19.03037959595625,"in a universe where human genetic material is the most precious commodity an impoverished young earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty Science Fiction,Fantasy,Action,Adventure jupiter space woman director 3d interspecies romance Village Roadshow Pictures, Dune Entertainment, Anarchos Productions, Warner Bros. United States of America English",76757,"Science Fiction,Fantasy,Action,Adventure"
